hour,month,hour_of_day,T_outdoor_C,kWh_m2_RB,kWh_m2_NA,PMV_NA
2715,4,3,-0.77,0.45119,0.37457,-0.49
2716,4,4,0.95,0.42663,0.36648,-0.262
2717,4,5,0.91,0.4318,0.36865,-0.498
2718,4,6,0.15,0.46134,0.37318,-0.039
2719,4,7,1.36,0.44065,0.37302,-0.593
2720,4,8,-0.17,0.46216,0.36431,0.107
2721,4,9,0.63,0.43263,0.36347,-0.305
2722,4,10,0.63,0.43234,0.36667,-0.186
2723,4,11,-1.72,0.45635,0.36765,-0.54
2724,4,12,-0.64,0.44058,0.36804,0.511
2725,4,13,-1.53,0.46324,0.37544,0.741
2726,4,14,-2.82,0.447,0.36506,0.041
2727,4,15,-2.87,0.43762,0.36623,-0.837
2728,4,16,-4.64,0.43201,0.37296,-0.29
2729,4,17,-2.11,0.46388,0.37275,-0.145
2730,4,18,-1.8,0.43138,0.37142,-0.286
2731,4,19,-1.54,0.45816,0.36997,-0.416
2732,4,20,-4.26,0.45092,0.36846,0.238
2733,4,21,-4.64,0.43833,0.36617,-0.607
2734,4,22,-1.81,0.42578,0.36238,0.72
2735,4,23,-0.69,0.42641,0.36915,0.094
2736,4,0,-0.94,0.42808,0.37062,-0.084
2737,4,1,-2.01,0.42634,0.36908,0.01
2738,4,2,-1.1,0.45533,0.36973,0.223
2739,4,3,1.47,0.43302,0.36841,-0.478
2740,4,4,-1.44,0.4422,0.3726,0.878
2741,4,5,1.85,0.46429,0.37633,0.557
2742,4,6,-1.25,0.45924,0.36376,0.34
2743,4,7,3.61,0.46838,0.37629,0.634
2744,4,8,0.27,0.44889,0.36638,0.569
2745,4,9,0.61,0.45891,0.36371,0.282
2746,4,10,0.53,0.43001,0.3671,-0.929
2747,4,11,-0.15,0.43359,0.36659,0.551
2748,4,12,-1.21,0.4611,0.36194,-0.461
2749,4,13,-2.07,0.45635,0.37486,-0.133
2750,4,14,-2.17,0.42914,0.3728,0.655
2751,4,15,-3.04,0.4382,0.36696,-0.306
2752,4,16,-1.93,0.43211,0.37415,-0.287
2753,4,17,-3.29,0.42918,0.37015,0.462
2754,4,18,-3.89,0.46187,0.37165,0.344
2755,4,19,-3.5,0.42907,0.36269,-0.558
2756,4,20,-2.56,0.46794,0.36565,0.101
2757,4,21,-2.47,0.43342,0.36603,-0.553
2758,4,22,-1.93,0.46443,0.36878,0.174
2759,4,23,-0.36,0.43513,0.37381,0.141
2760,4,0,-2.06,0.45696,0.36482,0.404
2761,4,1,0.91,0.45637,0.37617,0.261
2762,4,2,-0.41,0.46376,0.36995,-0.536
2763,4,3,-0.09,0.45998,0.3745,0.409
2764,4,4,0.09,0.43224,0.36433,-0.582
2765,4,5,1.18,0.45089,0.37426,-0.006
2766,4,6,0.17,0.452,0.36257,-0.326
2767,4,7,0.23,0.44936,0.37467,-0.431
2768,4,8,0.68,0.44418,0.36352,-0.329
2769,4,9,-1.94,0.43989,0.36305,0.312
2770,4,10,0.1,0.4668,0.37362,-0.09
2771,4,11,-1.98,0.44385,0.36838,0.602
2772,4,12,-0.46,0.45098,0.37365,-0.584
2773,4,13,-1.56,0.43924,0.36357,-0.228
2774,4,14,-3.21,0.45706,0.36406,0.483
2775,4,15,-1.74,0.43051,0.37131,-0.352
2776,4,16,-3.24,0.46816,0.36345,-0.183
2777,4,17,-3.96,0.45435,0.36577,0.063
2778,4,18,-4.41,0.43361,0.37556,-0.507
2779,4,19,-3.51,0.4518,0.37598,-0.149
2780,4,20,-4.69,0.46096,0.36366,0.395
2781,4,21,-0.54,0.43315,0.36973,0.515
2782,4,22,-3.69,0.43855,0.36255,0.465
2783,4,23,-2.99,0.45401,0.37083,0.178
2784,4,0,-1.78,0.42567,0.37515,0.258
2785,4,1,-0.91,0.42793,0.36901,0.352
2786,4,2,0.99,0.45648,0.36271,0.039
2787,4,3,-0.65,0.42844,0.36754,0.166
2788,4,4,2.78,0.45022,0.3761,-0.403
2789,4,5,-0.42,0.45089,0.36816,-0.135
2790,4,6,0.4,0.44393,0.37127,-0.073
2791,4,7,1.9,0.44529,0.36641,0.237
2792,4,8,0.84,0.42646,0.36946,0.014
2793,4,9,-0.63,0.44386,0.37112,-0.123
2794,4,10,-0.81,0.45032,0.36509,0.012
2795,4,11,-2.1,0.4628,0.36236,-0.435
2796,4,12,-2.47,0.45209,0.37331,-0.656
2797,4,13,-0.93,0.43304,0.37512,0.333
2798,4,14,-2.5,0.45429,0.37058,-0.012
2799,4,15,-4.0,0.44223,0.36476,1.008
2800,4,16,-2.99,0.4498,0.37098,0.066
2801,4,17,-2.85,0.42956,0.37195,0.414
2802,4,18,-2.84,0.45722,0.36674,0.027
2803,4,19,-3.32,0.45479,0.36428,-0.448
2804,4,20,-2.01,0.43146,0.37208,0.193
2805,4,21,-2.65,0.46793,0.37305,-0.132
2806,4,22,-2.53,0.45199,0.36171,-0.045
2807,4,23,-2.51,0.43781,0.36674,0.301
2808,4,0,-2.12,0.43715,0.36965,0.353
2809,4,1,-0.22,0.43621,0.36302,-0.019
2810,4,2,-1.66,0.44292,0.36442,0.069
2811,4,3,-0.26,0.45906,0.37566,0.308
2812,4,4,0.44,0.46837,0.37134,0.282
2813,4,5,-0.59,0.4598,0.37088,-0.043
2814,4,6,-0.47,0.45723,0.37012,-0.336
2815,4,7,0.89,0.42827,0.36473,-0.444
2816,4,8,-0.69,0.43553,0.37505,0.054
2817,4,9,-0.99,0.46364,0.36535,0.441
2818,4,10,-2.1,0.45805,0.36715,0.48
2819,4,11,-0.2,0.45774,0.36958,-0.571
2820,4,12,-1.93,0.45998,0.3703,0.663
2821,4,13,-1.69,0.46183,0.37589,-0.05
2822,4,14,-0.49,0.46303,0.36244,0.289
2823,4,15,-2.98,0.42699,0.36517,0.17
2824,4,16,-3.63,0.42448,0.3711,0.043
2825,4,17,-2.07,0.43595,0.3658,-0.065
2826,4,18,-3.26,0.44079,0.36667,-0.323
2827,4,19,-2.09,0.42914,0.36939,-0.057
2828,4,20,-3.64,0.43591,0.36844,-0.246
2829,4,21,-1.65,0.4643,0.37032,-0.007
2830,4,22,-1.49,0.45987,0.37344,-0.23
2831,4,23,-1.53,0.45801,0.37312,0.424
2832,4,0,0.04,0.45984,0.37518,0.011
2833,4,1,-0.75,0.42585,0.36194,0.328
2834,4,2,-0.51,0.44131,0.3686,0.193
2835,4,3,0.68,0.4595,0.36546,-0.619
2836,4,4,1.23,0.44792,0.36646,0.47
2837,4,5,0.34,0.44118,0.37113,0.395
2838,4,6,0.69,0.45673,0.3684,0.333
2839,4,7,0.2,0.43053,0.36198,-0.12
2840,4,8,-0.67,0.46312,0.37617,0.062
2841,4,9,-2.93,0.43999,0.37108,-0.099
2842,4,10,-1.95,0.43977,0.37118,0.446
2843,4,11,0.92,0.4665,0.37317,0.173
2844,4,12,-0.28,0.44455,0.37314,-0.317
2845,4,13,-2.16,0.4351,0.36805,0.193
2846,4,14,-2.2,0.45794,0.36676,-0.127
2847,4,15,-0.35,0.42773,0.37216,-0.368
2848,4,16,-0.77,0.45678,0.37163,0.197
2849,4,17,-3.13,0.4517,0.37221,-0.075
2850,4,18,-4.18,0.46135,0.36742,-0.29
2851,4,19,-1.79,0.45059,0.36269,0.861
2852,4,20,-3.46,0.44589,0.37498,-0.073
2853,4,21,-1.43,0.43728,0.3743,-0.207
2854,4,22,-4.17,0.4556,0.36923,-0.409
2855,4,23,-2.31,0.43189,0.37306,-0.068
2856,4,0,-1.81,0.43744,0.36829,0.029
2857,4,1,-1.46,0.45838,0.37089,0.246
2858,4,2,0.93,0.435,0.3649,-0.36
2859,4,3,-0.07,0.42881,0.36785,-0.249
2860,4,4,1.19,0.45431,0.36427,-0.379
2861,4,5,1.32,0.45745,0.37288,-0.09
2862,4,6,2.57,0.44717,0.3726,0.293
2863,4,7,2.0,0.42745,0.36772,0.568
2864,4,8,-0.11,0.44118,0.36436,0.166
2865,4,9,1.28,0.46393,0.37436,0.267
2866,4,10,-2.68,0.44914,0.37047,-0.533
2867,4,11,-1.4,0.45213,0.36471,-0.595
2868,4,12,0.65,0.44461,0.36523,0.765
2869,4,13,-2.7,0.44173,0.36497,0.055
2870,4,14,-3.2,0.46686,0.36485,0.209
2871,4,15,-3.26,0.45696,0.37009,-0.148
2872,4,16,-0.95,0.46121,0.36872,0.182
2873,4,17,-2.09,0.45183,0.36686,0.353
2874,4,18,-2.97,0.45879,0.36446,-0.357
2875,4,19,-5.77,0.43363,0.36528,-0.05
2876,4,20,-3.52,0.44189,0.36984,-0.592
2877,4,21,-2.58,0.42542,0.36546,-0.339
2878,4,22,-0.35,0.4589,0.36219,0.009
2879,4,23,-3.97,0.45549,0.36585,0.219
2880,4,0,-0.71,0.45972,0.37619,0.589
2881,4,1,-0.63,0.46437,0.36392,0.328
2882,4,2,-0.29,0.46797,0.37214,-0.236
2883,4,3,1.15,0.42622,0.36861,-0.492
2884,4,4,1.24,0.44907,0.36201,-0.379
2885,4,5,2.09,0.46709,0.37457,-0.213
2886,4,6,0.27,0.45329,0.36392,-0.539
2887,4,7,0.63,0.44318,0.37028,0.019
2888,4,8,2.72,0.46287,0.36461,0.471
2889,4,9,-0.6,0.44496,0.37105,0.128
2890,4,10,-0.56,0.45223,0.37636,-0.303
2891,4,11,-1.41,0.44297,0.36382,-0.161
2892,4,12,-1.28,0.46374,0.37437,-0.161
2893,4,13,-4.15,0.45585,0.36897,-0.062
2894,4,14,-2.3,0.46009,0.3676,0.374
2895,4,15,-3.69,0.45735,0.37327,0.202
2896,4,16,-0.9,0.45292,0.37152,-0.234
2897,4,17,-3.21,0.45013,0.36178,0.736
2898,4,18,-3.34,0.45775,0.3736,-0.509
2899,4,19,-3.37,0.43701,0.36823,0.705
2900,4,20,-1.16,0.45966,0.36266,0.404
2901,4,21,-2.12,0.43271,0.3703,-0.136
2902,4,22,-2.56,0.46385,0.37064,-0.361
2903,4,23,-2.9,0.46567,0.37086,0.29
2904,4,0,-1.57,0.43777,0.36781,0.282
2905,4,1,-2.27,0.42854,0.36326,-0.201
2906,4,2,-1.94,0.46476,0.36851,0.62
2907,4,3,0.87,0.44685,0.36907,0.003
2908,4,4,1.79,0.44197,0.37034,-0.362
2909,4,5,2.0,0.46139,0.36777,-1.022
2910,4,6,1.06,0.46633,0.37189,-0.591
2911,4,7,0.81,0.45752,0.37169,-0.163
2912,4,8,0.25,0.42686,0.36694,0.608
2913,4,9,1.44,0.43316,0.3654,0.528
2914,4,10,1.43,0.46254,0.36294,-0.041
2915,4,11,-0.81,0.45067,0.36983,-0.101
2916,4,12,-1.26,0.43757,0.36307,0.967
2917,4,13,-1.17,0.43521,0.37391,-0.327
2918,4,14,-3.87,0.46324,0.36482,-0.697
2919,4,15,-4.11,0.43185,0.37438,0.071
2920,5,16,-2.16,0.46407,0.36821,0.096
2921,5,17,-2.72,0.44409,0.36427,0.046
2922,5,18,-2.6,0.43709,0.37598,-0.367
2923,5,19,-1.44,0.45256,0.37141,-0.226
2924,5,20,-0.43,0.46713,0.37282,0.314
2925,5,21,-0.78,0.45383,0.36872,0.522
2926,5,22,-1.44,0.44055,0.36669,-0.452
2927,5,23,-1.65,0.44752,0.37519,0.086
2928,5,0,-0.89,0.43994,0.3746,-0.188
2929,5,1,0.22,0.468,0.36644,-0.606
2930,5,2,1.08,0.46751,0.3678,-0.281
2931,5,3,1.63,0.43327,0.37075,0.074
2932,5,4,4.12,0.46793,0.36244,-0.297
2933,5,5,2.95,0.4645,0.37343,-0.454
2934,5,6,4.16,0.43374,0.36186,-0.093
2935,5,7,3.73,0.44381,0.37006,0.116
2936,5,8,2.71,0.46395,0.36872,-1.069
2937,5,9,3.36,0.4647,0.36589,0.295
2938,5,10,4.02,0.43987,0.37415,0.03
2939,5,11,2.09,0.46054,0.36547,0.362
2940,5,12,1.32,0.46208,0.36887,0.296
2941,5,13,-0.95,0.46251,0.36954,0.004
2942,5,14,-1.47,0.45133,0.36228,0.096
2943,5,15,-0.52,0.45137,0.37352,-0.511
2944,5,16,-2.09,0.45006,0.37294,-0.136
2945,5,17,-2.4,0.46029,0.37279,-0.313
2946,5,18,-1.14,0.43046,0.36327,-0.117
2947,5,19,-0.62,0.45551,0.36749,-0.125
2948,5,20,-0.74,0.45121,0.37624,-0.314
2949,5,21,-1.26,0.45698,0.36546,0.093
2950,5,22,-0.51,0.42797,0.36674,-0.644
2951,5,23,-3.01,0.44502,0.37464,-0.062
2952,5,0,1.21,0.43104,0.3658,0.003
2953,5,1,-0.27,0.43996,0.37496,0.37
2954,5,2,-0.52,0.45914,0.3627,0.189
2955,5,3,1.01,0.43234,0.36258,0.058
2956,5,4,0.69,0.44158,0.36895,0.037
2957,5,5,4.05,0.46518,0.36609,-0.13
2958,5,6,2.45,0.44481,0.36379,0.146
2959,5,7,0.52,0.46887,0.36439,-0.095
2960,5,8,3.68,0.43986,0.36866,-0.602
2961,5,9,1.92,0.46511,0.3623,0.186
2962,5,10,1.88,0.44437,0.36766,-0.241
2963,5,11,2.27,0.46608,0.36545,0.352
2964,5,12,-0.53,0.4565,0.36376,0.516
2965,5,13,-1.35,0.43947,0.37222,-0.071
2966,5,14,0.25,0.4466,0.36302,-0.432
2967,5,15,0.06,0.46864,0.36711,-0.119
2968,5,16,-0.61,0.43718,0.36744,0.458
2969,5,17,-1.79,0.45821,0.36602,0.509
2970,5,18,-1.76,0.44881,0.3705,0.702
2971,5,19,-3.08,0.43631,0.37621,-0.961
2972,5,20,-1.17,0.42599,0.36415,0.363
2973,5,21,-0.41,0.45228,0.36614,-0.289
2974,5,22,1.36,0.42897,0.36445,-0.268
2975,5,23,0.81,0.456,0.37625,1.041
2976,5,0,0.31,0.43761,0.375,-0.068
2977,5,1,2.36,0.43351,0.36895,-0.162
2978,5,2,1.26,0.43616,0.36977,-0.403
2979,5,3,2.89,0.46401,0.3635,-0.348
2980,5,4,4.02,0.43661,0.36199,0.548
2981,5,5,2.97,0.43322,0.3659,-0.615
2982,5,6,1.73,0.42737,0.36755,0.631
2983,5,7,1.68,0.43658,0.37014,-0.213
2984,5,8,2.33,0.44275,0.36741,0.169
2985,5,9,1.87,0.42593,0.36588,0.576
2986,5,10,2.7,0.44385,0.37331,-0.243
2987,5,11,0.69,0.46772,0.36434,0.038
2988,5,12,1.34,0.43292,0.36758,-0.244
2989,5,13,0.33,0.43794,0.37117,0.373
2990,5,14,-0.88,0.44998,0.37624,0.498
2991,5,15,-0.9,0.42874,0.372,0.217
2992,5,16,-0.35,0.44016,0.37227,-0.481
2993,5,17,-0.88,0.43055,0.36267,-0.066
2994,5,18,-1.98,0.44524,0.37544,0.543
2995,5,19,0.31,0.42531,0.37156,0.392
2996,5,20,-2.04,0.46054,0.36939,-0.904
2997,5,21,-0.3,0.44287,0.36244,0.63
2998,5,22,-0.59,0.45574,0.37043,0.096
2999,5,23,1.83,0.43795,0.37475,0.667
3000,5,0,0.73,0.46304,0.36255,0.262
3001,5,1,1.15,0.46226,0.36632,-0.366
3002,5,2,1.25,0.46852,0.37298,0.01
3003,5,3,1.84,0.42707,0.3666,-0.357
3004,5,4,1.54,0.46677,0.36797,-0.423
3005,5,5,3.55,0.45497,0.37618,-0.558
3006,5,6,4.11,0.44152,0.36418,0.117
3007,5,7,0.55,0.44323,0.37193,-0.649
3008,5,8,2.77,0.46835,0.36939,-0.044
3009,5,9,-0.17,0.44033,0.37621,0.527
3010,5,10,1.4,0.4312,0.37238,-0.202
3011,5,11,1.23,0.44117,0.3752,-0.066
3012,5,12,-0.53,0.46613,0.37313,0.145
3013,5,13,-0.29,0.42747,0.37139,-0.728
3014,5,14,-0.15,0.45445,0.36645,-0.342
3015,5,15,-0.07,0.46268,0.37188,-0.003
3016,5,16,-1.24,0.46306,0.37065,-0.483
3017,5,17,-0.84,0.42518,0.36184,0.024
3018,5,18,-0.93,0.45532,0.37123,-0.089
3019,5,19,-2.73,0.44815,0.37096,0.446
3020,5,20,-0.25,0.43882,0.36271,-0.259
3021,5,21,-1.32,0.46501,0.3678,-0.525
3022,5,22,-1.8,0.4273,0.37221,0.072
3023,5,23,0.48,0.46215,0.36726,0.161
3024,5,0,1.06,0.42549,0.36759,0.629
3025,5,1,0.81,0.43552,0.36273,0.471
3026,5,2,3.46,0.46005,0.36242,-0.538
3027,5,3,2.27,0.42984,0.36757,-0.025
3028,5,4,1.57,0.46192,0.37195,-0.163
3029,5,5,0.65,0.46142,0.363,-0.481
3030,5,6,3.05,0.45232,0.36598,0.253
3031,5,7,2.42,0.43698,0.36706,0.299
3032,5,8,1.92,0.42588,0.36501,-0.106
3033,5,9,1.59,0.44303,0.37028,-0.156
3034,5,10,0.66,0.46645,0.36926,-0.167
3035,5,11,1.88,0.43717,0.36992,0.431
3036,5,12,-1.16,0.45441,0.37333,0.459
3037,5,13,-0.84,0.43139,0.36706,-0.129
3038,5,14,-0.24,0.42488,0.36319,0.862
3039,5,15,-1.41,0.42647,0.37385,0.519
3040,5,16,-2.12,0.46797,0.36189,-0.615
3041,5,17,-0.44,0.43822,0.37617,-0.088
3042,5,18,-0.23,0.46045,0.36811,0.588
3043,5,19,-2.31,0.43921,0.37077,-0.357
3044,5,20,-1.23,0.44247,0.37338,0.5
3045,5,21,0.1,0.42917,0.36333,-0.449
3046,5,22,-1.17,0.43137,0.37088,0.092
3047,5,23,1.84,0.46809,0.37099,-0.751
3048,5,0,-1.25,0.45263,0.36185,0.53
3049,5,1,0.28,0.43428,0.36997,0.039
3050,5,2,0.43,0.44316,0.36901,0.625
3051,5,3,1.61,0.4387,0.36933,-0.013
3052,5,4,2.2,0.46575,0.37178,-0.333
3053,5,5,2.83,0.46449,0.36383,0.562
3054,5,6,4.69,0.46347,0.36621,-0.453
3055,5,7,2.31,0.46172,0.36827,-1.089
3056,5,8,0.84,0.44987,0.3668,0.088
3057,5,9,2.16,0.46502,0.36431,-0.227
3058,5,10,1.08,0.4376,0.37286,-0.6
3059,5,11,1.52,0.42497,0.37356,-0.385
3060,5,12,2.7,0.44845,0.36956,0.624
3061,5,13,-0.65,0.44623,0.37167,-0.354
3062,5,14,0.33,0.46066,0.3657,-0.248
3063,5,15,-2.88,0.43296,0.37356,0.313
3064,5,16,-1.21,0.46528,0.37114,0.072
3065,5,17,-2.25,0.43497,0.3629,1.079
3066,5,18,0.44,0.4472,0.37193,-0.732
3067,5,19,-1.96,0.44301,0.36441,-0.448
3068,5,20,-0.95,0.42855,0.37218,0.249
3069,5,21,0.43,0.46866,0.37079,1.07
3070,5,22,0.99,0.46127,0.37328,-0.144
3071,5,23,1.59,0.45656,0.36629,-0.135
3072,5,0,0.91,0.45469,0.37004,-0.444
3073,5,1,0.32,0.4561,0.37587,-0.356
3074,5,2,1.53,0.46405,0.3621,0.272
3075,5,3,1.84,0.45936,0.36174,0.454
3076,5,4,2.49,0.43517,0.36679,0.405
3077,5,5,2.09,0.43919,0.36955,-0.539
3078,5,6,2.05,0.44212,0.36378,-0.114
3079,5,7,2.44,0.45214,0.36388,0.508
3080,5,8,2.79,0.42599,0.36219,-0.008
3081,5,9,1.42,0.44713,0.37203,-0.456
3082,5,10,1.18,0.45114,0.36917,0.849
3083,5,11,-0.4,0.44555,0.36446,-0.095
3084,5,12,0.37,0.42556,0.36996,-0.183
3085,5,13,-0.13,0.46823,0.36181,-0.302
3086,5,14,0.94,0.43154,0.36994,-0.443
3087,5,15,-1.75,0.46443,0.36466,-0.291
3088,5,16,-2.34,0.43713,0.36599,-0.165
3089,5,17,-0.3,0.45762,0.3692,-0.557
3090,5,18,-0.29,0.4691,0.3684,0.17
3091,5,19,-1.45,0.45938,0.37012,0.295
3092,5,20,-1.37,0.45553,0.36854,0.4
3093,5,21,-1.08,0.42807,0.36374,-0.648
3094,5,22,-0.42,0.44209,0.37157,0.306
3095,5,23,-1.76,0.43457,0.37037,0.199
3096,5,0,0.17,0.43867,0.37438,-0.114
3097,5,1,0.58,0.45134,0.36795,0.046
3098,5,2,2.43,0.43828,0.36602,-0.281
3099,5,3,2.5,0.43613,0.36852,-0.404
3100,5,4,2.77,0.46266,0.36404,0.231
3101,5,5,3.23,0.42632,0.37339,0.067
3102,5,6,3.28,0.45649,0.37532,-0.467
3103,5,7,3.63,0.42647,0.36787,0.012
3104,5,8,3.72,0.44595,0.37595,-0.942
3105,5,9,1.73,0.46772,0.36823,-0.132
3106,5,10,0.7,0.43713,0.36225,0.054
3107,5,11,1.37,0.45856,0.3745,-0.382
3108,5,12,-0.3,0.44988,0.3629,-0.475
3109,5,13,-0.09,0.46758,0.36339,0.558
3110,5,14,-0.87,0.43368,0.37194,-0.356
3111,5,15,-1.71,0.44719,0.36833,-0.311
3112,5,16,-0.29,0.45003,0.37038,0.367
3113,5,17,-1.77,0.42499,0.3648,0.444
3114,5,18,-1.6,0.44043,0.36312,-0.17
3115,5,19,-1.1,0.43453,0.37287,0.632
3116,5,20,-2.28,0.46836,0.36428,0.227
3117,5,21,-0.01,0.4648,0.36563,0.491
3118,5,22,0.36,0.46385,0.37077,-0.54
3119,5,23,0.49,0.43347,0.37573,-0.032
3120,5,0,3.11,0.42699,0.36224,0.772
3121,5,1,1.03,0.44516,0.37554,-0.076
3122,5,2,2.77,0.42478,0.37146,-0.507
3123,5,3,1.67,0.43847,0.3709,0.274
3124,5,4,1.28,0.43664,0.36675,-0.671
3125,5,5,2.97,0.45049,0.36181,0.092
3126,5,6,3.69,0.44946,0.36664,-0.417
3127,5,7,2.04,0.46589,0.37364,-0.407
3128,5,8,2.79,0.44258,0.36854,-0.787
3129,5,9,2.17,0.43253,0.36563,0.629
3130,5,10,3.28,0.44714,0.37082,0.251
3131,5,11,1.24,0.4681,0.36514,0.578
3132,5,12,0.35,0.44819,0.36839,0.099
3133,5,13,0.37,0.43661,0.37162,-0.043
3134,5,14,-1.05,0.46792,0.36973,0.221
3135,5,15,-0.66,0.45346,0.36676,0.252
3136,5,16,-1.72,0.43815,0.36308,0.023
3137,5,17,-1.2,0.45431,0.37422,0.294
3138,5,18,-2.1,0.45203,0.3761,0.148
3139,5,19,-0.9,0.44962,0.36744,-0.51
3140,5,20,-1.36,0.42863,0.37587,0.166
3141,5,21,-1.78,0.43697,0.37536,0.505
3142,5,22,-0.21,0.43405,0.37635,-0.697
3143,5,23,0.36,0.45776,0.37519,0.595
3144,5,0,0.18,0.44195,0.37359,0.433
3145,5,1,1.38,0.43038,0.37186,0.093
3146,5,2,2.64,0.42554,0.37386,0.226
3147,5,3,3.12,0.45199,0.36816,-0.446
3148,5,4,3.38,0.43849,0.37414,-0.326
3149,5,5,0.73,0.45893,0.36898,-0.84
3150,5,6,4.02,0.45333,0.3747,0.504
3151,5,7,3.58,0.43721,0.37183,-0.804
3152,5,8,1.32,0.43778,0.37357,0.278
3153,5,9,2.56,0.43884,0.37597,0.225
3154,5,10,1.19,0.44579,0.37147,0.062
3155,5,11,0.77,0.46524,0.36763,0.06
3156,5,12,1.97,0.45321,0.36812,-0.099
3157,5,13,0.1,0.45032,0.37097,-0.682
3158,5,14,1.1,0.4457,0.36995,0.574
3159,5,15,-1.71,0.45156,0.36235,-0.197
3160,5,16,-1.72,0.44103,0.36339,-0.476
3161,5,17,-0.29,0.43633,0.37116,-0.23
3162,5,18,-4.7,0.433,0.36589,-0.053
3163,5,19,-2.43,0.46039,0.36224,-0.283
3164,5,20,-2.22,0.43619,0.36183,-0.359
3165,5,21,-2.27,0.44786,0.36872,-0.852
3166,5,22,-0.56,0.43288,0.36339,0.61
3167,5,23,0.29,0.44252,0.36442,0.256
3168,5,0,0.8,0.45379,0.37187,-0.773
3169,5,1,-1.08,0.45877,0.37532,-0.352
3170,5,2,1.6,0.42797,0.36274,0.337
3171,5,3,3.44,0.44666,0.37092,-0.255
3172,5,4,2.01,0.42653,0.37399,0.225
3173,5,5,2.74,0.44778,0.37171,0.102
3174,5,6,1.52,0.45165,0.3725,-0.336
3175,5,7,0.88,0.46708,0.36931,-0.642
3176,5,8,1.55,0.45361,0.3675,-0.672
3177,5,9,2.41,0.43995,0.37324,0.4
3178,5,10,1.13,0.43215,0.3617,-0.067
3179,5,11,1.43,0.44993,0.37143,0.436
3180,5,12,1.32,0.46208,0.36817,0.771
3181,5,13,0.56,0.43336,0.36836,0.246
3182,5,14,-0.16,0.42551,0.36495,0.14
3183,5,15,-1.49,0.43609,0.36547,-0.039
3184,5,16,-1.71,0.46077,0.36526,-0.531
3185,5,17,0.02,0.46099,0.36748,0.83
3186,5,18,-1.16,0.46166,0.37083,-0.095
3187,5,19,-1.93,0.43053,0.36553,-0.209
3188,5,20,-0.03,0.45614,0.3632,-0.306
3189,5,21,-0.68,0.435,0.36274,-0.164
3190,5,22,1.18,0.43805,0.36878,-0.252
3191,5,23,-0.32,0.44048,0.36807,-0.529
3192,5,0,-0.39,0.42861,0.36551,-0.03
3193,5,1,0.69,0.42554,0.36684,-0.202
3194,5,2,1.77,0.46278,0.36609,-0.08
3195,5,3,2.52,0.44786,0.37418,-0.013
3196,5,4,2.07,0.42909,0.37009,-0.027
3197,5,5,0.56,0.43555,0.37213,0.113
3198,5,6,3.57,0.45627,0.36801,-0.659
3199,5,7,2.79,0.42862,0.3739,-0.121
3200,5,8,2.48,0.45257,0.36695,0.479
3201,5,9,1.42,0.44945,0.36169,0.283
3202,5,10,0.89,0.43242,0.36893,0.673
3203,5,11,1.49,0.44801,0.3742,0.52
3204,5,12,1.31,0.44408,0.3617,-0.169
3205,5,13,0.57,0.44608,0.36837,0.145
3206,5,14,-0.29,0.46798,0.36676,0.066
3207,5,15,0.29,0.4482,0.36848,0.142
3208,5,16,-3.14,0.43302,0.36264,0.383
3209,5,17,-3.0,0.46389,0.36495,0.569
3210,5,18,-3.49,0.46291,0.37263,0.292
3211,5,19,-0.48,0.42864,0.36748,0.071
3212,5,20,-1.68,0.46585,0.36391,0.483
3213,5,21,-1.75,0.45513,0.36454,-0.737
3214,5,22,-0.8,0.44604,0.36888,0.242
3215,5,23,0.25,0.46137,0.37512,0.402
3216,5,0,-1.21,0.44672,0.37422,0.21
3217,5,1,1.92,0.46445,0.36717,0.076
3218,5,2,3.41,0.4294,0.36853,-0.223
3219,5,3,2.07,0.46656,0.36375,-0.063
3220,5,4,3.39,0.4584,0.37193,0.568
3221,5,5,1.73,0.43182,0.37526,-0.382
3222,5,6,2.94,0.44452,0.36982,0.008
3223,5,7,3.05,0.43477,0.36592,0.241
3224,5,8,1.89,0.44865,0.36937,-0.657
3225,5,9,1.57,0.43987,0.36631,-0.256
3226,5,10,0.91,0.44644,0.36953,0.484
3227,5,11,0.12,0.45929,0.37445,-0.467
3228,5,12,0.6,0.45274,0.37254,-0.178
3229,5,13,0.7,0.42795,0.36739,0.148
3230,5,14,0.02,0.43627,0.3703,0.169
3231,5,15,-0.57,0.45708,0.36494,-0.123
3232,5,16,-1.05,0.43601,0.37484,0.942
3233,5,17,-1.54,0.45048,0.37382,-0.469
3234,5,18,-1.17,0.42474,0.3738,-0.426
3235,5,19,-0.65,0.45133,0.3624,-0.374
3236,5,20,-1.81,0.46406,0.36876,-0.317
3237,5,21,-0.02,0.46536,0.37619,0.283
3238,5,22,-0.01,0.44033,0.37042,-0.19
3239,5,23,0.42,0.42736,0.36824,0.337
3240,5,0,0.46,0.43424,0.36168,-0.303
3241,5,1,1.53,0.46019,0.37415,0.378
3242,5,2,2.26,0.4373,0.36746,0.35
3243,5,3,2.19,0.4473,0.3651,0.37
3244,5,4,3.36,0.45207,0.37104,-0.047
3245,5,5,2.25,0.45455,0.36239,-0.147
3246,5,6,1.33,0.44672,0.36701,-0.543
3247,5,7,4.47,0.43018,0.36432,-0.796
3248,5,8,2.08,0.44031,0.36807,0.503
3249,5,9,1.38,0.44747,0.36696,-0.267
3250,5,10,0.31,0.43143,0.36733,-0.033
