timestamp_s,T_drybulb_C,RH_pct,CO2_ppm,illuminance_lux,occupancy,window_open,blind_angle_east,blind_angle_west,hvac_valve_pos,air_velocity_ms,globe_T_C,mean_rad_T_C,operative_T_C,comfort_class_int,comfort_class_str
1367,18.43,65.7,400.0,20,0,1,0.39,0.18,0.35,0.298,17.68,19.66,18.2,4,Hot
1368,20.57,62.7,400.0,20,0,1,0.55,0.73,0.06,0.159,20.69,21.18,20.39,2,Neutral
1369,21.0,42.5,529.0,383.0,1,1,0.81,0.92,0.74,0.326,21.74,21.57,21.13,2,Neutral
1370,19.36,44.9,400.0,20,0,0,0.46,0.47,0.86,0.113,19.78,19.99,18.92,1,Cool
1371,22.56,47.8,590.0,407.0,1,1,0.07,0.73,0.69,0.255,23.42,22.41,22.5,2,Neutral
1372,24.57,63.0,400.0,20,0,0,0.43,0.03,0.81,0.203,23.66,24.58,24.47,0,Cold
1373,20.21,66.0,400.0,20,0,0,0.41,0.44,0.43,0.179,20.4,20.11,20.44,2,Neutral
1374,27.17,61.3,725.0,216.0,1,0,0.03,0.66,0.76,0.068,26.74,26.74,27.33,2,Neutral
1375,20.26,38.4,454.0,204.0,1,0,0.61,0.16,0.07,0.391,20.25,19.15,20.63,2,Neutral
1376,27.2,62.6,400.0,20,0,0,0.03,0.72,0.84,0.152,26.63,27.71,26.79,2,Neutral
1377,21.88,44.6,411.0,483.0,1,0,0.4,0.69,0.94,0.107,21.84,21.13,21.39,1,Cool
1378,25.65,49.7,400.0,20,0,0,0.98,0.86,0.38,0.236,25.79,25.14,25.83,2,Neutral
1379,21.86,59.6,569.0,260.0,1,0,0.2,0.66,0.78,0.308,22.28,20.14,22.42,2,Neutral
1380,22.42,51.2,400.0,20,0,1,0.15,0.4,0.76,0.127,23.42,21.93,22.36,3,Warm
1381,26.1,62.3,400.0,20,0,1,0.18,0.17,0.08,0.175,25.54,26.79,25.9,4,Hot
1382,24.75,55.8,581.0,220.0,1,0,0.19,0.54,0.5,0.259,25.24,24.18,24.72,2,Neutral
1383,25.46,54.3,457.0,281.0,1,1,0.57,0.56,0.57,0.283,25.68,24.43,24.93,2,Neutral
1384,20.65,45.2,543.0,487.0,1,0,0.55,0.82,0.39,0.059,20.76,19.48,20.34,1,Cool
1385,27.61,58.5,549.0,257.0,1,0,0.31,0.4,0.69,0.438,28.55,26.92,27.51,3,Warm
1386,20.21,55.5,400.0,20,0,0,0.56,0.3,0.49,0.343,20.8,21.02,19.77,3,Warm
1387,21.51,37.4,400.0,20,0,1,0.72,0.53,0.99,0.26,21.22,19.44,21.91,0,Cold
1388,18.28,61.2,400.0,20,0,0,0.93,0.66,0.21,0.182,18.3,17.47,18.3,2,Neutral
1389,26.09,58.2,437.0,347.0,1,0,0.04,0.95,0.7,0.445,26.59,26.43,26.12,2,Neutral
1390,23.05,61.5,749.0,351.0,1,1,0.56,0.17,0.56,0.2,23.45,22.05,23.63,2,Neutral
1391,26.14,68.2,400.0,20,0,0,0.57,0.05,0.74,0.359,26.97,24.49,26.01,2,Neutral
1392,22.59,61.0,400.0,20,0,1,0.03,0.68,0.45,0.322,22.85,20.7,22.7,2,Neutral
1393,25.64,40.8,646.0,143.0,1,1,0.39,0.37,0.53,0.366,26.23,24.35,24.91,2,Neutral
1394,25.05,52.6,400.0,20,0,1,0.32,0.73,0.84,0.326,24.82,24.96,25.17,2,Neutral
1395,22.67,48.4,531.0,363.0,1,1,0.01,0.65,0.43,0.083,23.52,22.76,22.77,2,Neutral
1396,22.34,41.7,400.0,20,0,0,0.35,0.37,0.78,0.387,21.8,22.44,22.58,2,Neutral
1397,26.37,49.4,400.0,20,0,1,0.46,0.82,0.05,0.146,25.91,25.87,26.06,2,Neutral
1398,21.08,45.8,400.0,20,0,1,0.74,0.96,0.41,0.33,20.78,21.53,20.96,2,Neutral
1399,21.85,33.0,435.0,489.0,1,0,0.28,0.41,0.26,0.358,22.81,22.28,22.63,4,Hot
1400,20.29,55.0,601.0,435.0,1,1,0.41,0.02,0.69,0.188,20.03,20.49,20.56,2,Neutral
1401,23.75,62.7,434.0,328.0,1,0,0.62,0.39,0.38,0.356,23.29,23.85,23.6,0,Cold
1402,20.27,48.4,744.0,256.0,1,0,0.17,0.45,0.29,0.262,19.89,19.49,19.83,2,Neutral
1403,26.0,34.9,581.0,389.0,1,1,0.27,0.34,0.53,0.07,27.54,25.4,26.0,1,Cool
1404,24.98,52.1,400.0,20,0,0,0.91,0.61,0.98,0.248,25.56,24.22,24.47,2,Neutral
1405,23.88,65.7,442.0,306.0,1,1,0.83,0.91,0.92,0.367,24.36,24.6,24.47,3,Warm
1406,18.96,54.6,743.0,430.0,1,1,0.55,0.2,0.07,0.285,19.64,20.02,17.93,2,Neutral
1407,22.39,46.2,400.0,20,0,0,0.14,0.11,0.1,0.281,23.37,23.35,21.94,2,Neutral
1408,21.72,43.9,482.0,508.0,1,0,0.79,0.47,0.94,0.292,21.87,21.66,22.12,2,Neutral
1409,18.51,39.1,752.0,198.0,1,1,0.44,0.76,0.38,0.172,17.53,19.81,18.25,3,Warm
1410,22.25,55.4,582.0,659.0,1,0,0.43,0.93,0.37,0.335,22.6,23.33,22.08,1,Cool
1411,26.2,60.7,636.0,113.0,1,0,0.1,0.81,0.05,0.157,27.74,26.58,25.72,2,Neutral
1412,25.19,46.8,616.0,438.0,1,0,0.32,0.13,0.16,0.065,25.26,26.18,25.26,2,Neutral
1413,23.27,40.5,400.0,20,0,1,0.8,0.94,0.39,0.059,23.08,23.03,23.51,2,Neutral
1414,21.83,66.0,400.0,20,0,0,0.36,0.45,0.67,0.438,21.12,21.18,21.45,1,Cool
1415,25.58,68.0,400.0,20,0,1,0.0,0.06,0.08,0.194,24.08,25.34,24.94,1,Cool
1416,21.76,46.6,747.0,360.0,1,0,0.79,0.48,0.14,0.218,21.44,21.28,21.7,3,Warm
1417,27.47,61.2,400.0,20,0,1,0.35,0.78,0.34,0.379,27.13,26.34,26.84,2,Neutral
1418,19.01,35.9,400.0,20,0,0,0.37,0.77,0.58,0.273,18.21,18.49,19.43,2,Neutral
1419,26.25,68.4,703.0,474.0,1,1,0.18,0.89,0.8,0.108,26.04,25.2,26.38,2,Neutral
1420,19.33,60.4,400.0,20,0,0,0.65,0.74,0.46,0.251,18.86,18.72,19.42,2,Neutral
1421,21.16,53.4,400.0,20,0,1,0.24,0.56,0.79,0.303,21.01,22.36,21.41,2,Neutral
1422,22.88,67.7,400.0,20,0,1,0.73,0.59,0.83,0.333,23.47,23.44,22.14,1,Cool
1423,19.59,47.8,692.0,173.0,1,0,0.5,0.08,0.41,0.241,19.52,18.18,19.85,2,Neutral
1424,26.06,66.6,496.0,150.0,1,1,0.93,0.29,0.36,0.183,26.2,25.76,25.77,2,Neutral
1425,21.92,61.6,605.0,682.0,1,0,0.49,0.07,0.02,0.407,22.04,21.04,22.16,3,Warm
1426,22.45,57.2,400.0,20,0,0,0.11,0.1,0.2,0.369,22.49,23.52,21.9,3,Warm
1427,27.44,50.9,400.0,20,0,1,0.45,0.29,0.01,0.376,27.2,26.61,27.46,3,Warm
1428,23.3,49.9,476.0,177.0,1,1,0.87,0.76,0.48,0.293,22.04,21.7,23.9,2,Neutral
1429,18.67,31.5,618.0,574.0,1,0,0.4,0.41,0.7,0.09,19.35,20.08,18.67,2,Neutral
1430,20.79,46.9,400.0,20,0,0,0.8,0.88,0.43,0.438,20.46,19.74,21.18,2,Neutral
1431,25.61,33.4,784.0,280.0,1,1,0.71,0.38,0.35,0.228,25.34,26.46,25.54,2,Neutral
1432,24.82,66.4,458.0,110.0,1,1,0.59,0.89,0.25,0.325,24.36,23.71,24.65,2,Neutral
1433,22.47,53.7,688.0,264.0,1,0,0.57,0.28,0.46,0.359,21.78,22.08,22.02,2,Neutral
1434,23.63,50.4,747.0,223.0,1,1,0.21,0.17,0.57,0.124,23.06,24.83,23.32,2,Neutral
1435,27.37,53.9,613.0,336.0,1,1,0.09,0.27,0.74,0.38,27.9,28.47,27.65,1,Cool
1436,18.85,31.3,458.0,355.0,1,0,0.36,0.13,0.38,0.075,19.02,18.28,18.69,3,Warm
1437,24.18,45.4,652.0,113.0,1,1,0.44,0.0,0.51,0.133,24.65,23.39,24.11,2,Neutral
1438,23.92,69.2,597.0,393.0,1,0,0.03,0.23,0.32,0.269,24.25,24.22,24.62,2,Neutral
1439,26.32,57.3,400.0,20,0,0,0.52,0.44,0.75,0.111,26.78,25.22,26.88,2,Neutral
1440,21.56,45.4,770.0,481.0,1,0,0.92,0.78,0.89,0.252,21.79,21.57,21.15,2,Neutral
1441,23.17,42.2,400.0,20,0,1,0.54,0.48,0.36,0.231,23.21,23.16,22.67,2,Neutral
1442,24.01,30.9,502.0,369.0,1,1,0.86,0.28,0.85,0.056,23.98,23.09,24.31,3,Warm
1443,18.66,57.5,400.0,20,0,1,0.99,0.37,0.29,0.136,18.89,19.28,18.45,3,Warm
1444,22.23,33.5,400.0,20,0,0,0.16,0.86,0.07,0.327,22.76,21.01,22.18,2,Neutral
1445,19.42,44.0,581.0,428.0,1,1,0.51,0.93,0.42,0.09,18.32,19.92,19.64,1,Cool
1446,22.46,65.5,545.0,650.0,1,1,0.62,0.85,0.36,0.165,22.94,23.31,22.66,2,Neutral
1447,26.33,67.9,400.0,20,0,0,0.11,0.58,0.37,0.45,27.19,26.34,26.26,2,Neutral
1448,22.2,55.3,795.0,106.0,1,1,0.59,0.89,0.5,0.159,21.23,21.36,21.69,2,Neutral
1449,25.97,58.4,400.0,20,0,1,0.76,0.6,0.76,0.354,25.75,26.77,25.91,2,Neutral
1450,22.27,45.3,400.0,20,0,0,0.71,0.77,0.65,0.263,22.15,21.31,22.28,3,Warm
1451,20.05,55.4,400.0,20,0,0,0.91,0.15,0.01,0.11,20.0,19.46,20.05,3,Warm
1452,18.41,31.3,592.0,283.0,1,0,0.21,0.57,0.08,0.171,18.7,18.36,18.15,2,Neutral
1453,19.42,52.3,400.0,20,0,0,0.79,0.19,0.71,0.277,19.61,19.7,19.42,2,Neutral
1454,23.63,48.2,400.0,20,0,1,0.79,0.05,0.33,0.327,23.4,24.83,23.97,2,Neutral
1455,18.51,54.1,400.0,20,0,1,0.65,0.41,0.97,0.339,17.91,17.34,19.13,2,Neutral
1456,22.16,51.7,697.0,237.0,1,1,0.61,0.31,0.15,0.248,22.65,21.61,21.68,3,Warm
1457,22.1,33.5,410.0,418.0,1,1,0.78,0.5,0.76,0.448,21.97,21.06,22.24,2,Neutral
1458,19.03,69.4,400.0,20,0,0,0.0,0.11,0.31,0.333,18.39,17.67,18.83,2,Neutral
1459,26.22,53.5,438.0,412.0,1,0,0.3,0.78,0.46,0.419,26.42,26.05,26.43,2,Neutral
1460,20.49,62.5,400.0,20,0,1,0.19,0.51,0.89,0.32,19.67,20.1,20.63,2,Neutral
1461,25.44,62.3,563.0,405.0,1,0,0.5,0.01,0.09,0.118,24.24,23.5,25.66,2,Neutral
1462,19.32,64.9,400.0,20,0,0,0.21,0.85,0.13,0.391,18.42,19.14,19.42,3,Warm
1463,18.17,54.1,671.0,166.0,1,1,0.69,0.95,0.37,0.306,17.85,17.35,18.15,2,Neutral
1464,23.4,64.2,556.0,231.0,1,0,0.12,0.57,0.57,0.162,23.82,22.8,23.61,2,Neutral
1465,20.22,63.9,751.0,695.0,1,1,0.89,0.91,0.18,0.074,20.41,21.33,19.89,3,Warm
1466,24.01,31.6,400.0,20,0,1,0.69,0.08,0.21,0.426,23.52,23.41,23.57,2,Neutral
1467,19.77,52.2,400.0,20,0,1,0.37,0.19,0.2,0.291,19.24,18.44,19.78,2,Neutral
1468,18.88,69.0,766.0,635.0,1,1,0.36,0.73,0.68,0.318,18.86,18.88,18.96,2,Neutral
1469,26.27,40.4,508.0,267.0,1,0,0.5,0.62,0.12,0.279,25.68,26.99,26.67,1,Cool
1470,24.49,67.0,611.0,477.0,1,0,0.48,0.72,0.57,0.098,24.11,24.58,24.78,1,Cool
1471,25.35,34.2,560.0,668.0,1,0,0.47,0.6,0.8,0.304,26.04,25.84,25.56,1,Cool
1472,19.75,66.7,400.0,20,0,1,0.98,0.45,0.03,0.12,21.16,20.15,19.41,0,Cold
1473,20.25,37.5,699.0,204.0,1,0,0.57,0.87,0.26,0.352,20.92,20.74,20.76,2,Neutral
1474,18.62,50.6,400.0,20,0,0,0.83,0.09,0.17,0.406,20.21,18.46,18.41,0,Cold
1475,19.95,60.4,400.0,20,0,1,0.32,0.92,0.27,0.197,19.41,20.38,21.0,2,Neutral
1476,22.21,37.0,760.0,455.0,1,1,0.05,0.86,0.2,0.228,22.22,22.39,22.35,2,Neutral
1477,24.59,37.6,400.0,20,0,1,0.22,0.47,0.45,0.143,24.89,22.82,24.62,2,Neutral
1478,22.22,31.3,400.0,20,0,1,0.07,0.33,0.03,0.326,21.79,21.87,21.73,2,Neutral
1479,19.69,40.9,444.0,344.0,1,0,0.57,0.09,0.28,0.346,18.93,20.03,20.21,2,Neutral
1480,27.58,50.5,400.0,20,0,0,0.89,0.04,0.98,0.343,27.18,29.22,27.76,2,Neutral
1481,25.5,38.7,506.0,327.0,1,0,0.7,0.88,0.14,0.341,26.02,25.12,25.4,2,Neutral
1482,22.45,36.8,400.0,20,0,0,0.82,0.94,0.69,0.214,22.18,22.64,22.44,2,Neutral
1483,18.58,61.7,400.0,20,0,1,0.27,0.0,0.83,0.192,19.73,17.56,18.42,4,Hot
1484,19.08,41.4,400.0,20,0,0,0.29,0.74,0.24,0.423,18.35,20.0,18.66,2,Neutral
1485,26.58,61.2,400.0,20,0,0,0.38,0.96,0.38,0.264,26.49,26.12,25.99,2,Neutral
1486,22.51,41.5,675.0,546.0,1,0,0.09,0.43,0.75,0.235,23.28,22.4,22.07,2,Neutral
1487,21.89,53.2,400.0,20,0,0,0.2,0.48,0.26,0.325,21.19,20.61,21.74,2,Neutral
1488,21.42,53.5,400.0,20,0,1,0.87,0.86,0.65,0.31,22.21,21.18,21.11,2,Neutral
1489,27.26,54.7,400.0,20,0,0,0.79,0.7,0.98,0.378,28.45,27.99,27.8,1,Cool
1490,23.39,69.3,400.0,20,0,1,0.91,0.49,0.53,0.218,23.87,23.68,23.23,2,Neutral
1491,22.29,34.4,400.0,20,0,0,0.85,0.95,0.58,0.13,23.03,22.29,22.15,2,Neutral
1492,21.58,48.2,757.0,602.0,1,1,0.78,0.08,0.58,0.222,21.68,22.92,21.2,3,Warm
1493,23.04,65.5,400.0,20,0,1,1.0,0.4,0.32,0.225,22.53,23.58,23.42,2,Neutral
1494,18.57,38.9,661.0,456.0,1,1,0.04,0.01,0.97,0.249,18.52,18.64,18.47,2,Neutral
1495,22.74,59.5,739.0,468.0,1,0,0.48,0.39,0.27,0.233,22.59,23.64,22.85,2,Neutral
1496,25.26,39.3,605.0,140.0,1,0,0.12,0.01,0.85,0.39,26.07,24.56,24.91,2,Neutral
1497,25.9,45.6,749.0,534.0,1,1,0.65,0.82,0.89,0.054,25.51,26.56,25.8,2,Neutral
1498,27.72,65.5,400.0,20,0,1,0.62,0.47,0.58,0.33,26.89,26.51,27.6,3,Warm
1499,27.56,33.9,400.0,20,0,1,0.9,0.63,0.48,0.265,27.67,29.4,27.41,2,Neutral
1500,22.26,30.9,400.0,20,0,0,0.68,0.9,0.72,0.102,22.7,22.53,21.9,2,Neutral
1501,25.66,44.4,400.0,20,0,1,0.44,0.08,0.22,0.438,24.77,25.98,25.1,2,Neutral
1502,26.0,30.9,400.0,20,0,1,0.52,0.96,0.6,0.161,25.73,26.39,25.15,2,Neutral
1503,26.01,37.9,400.0,20,0,1,0.34,0.83,0.65,0.359,25.76,28.09,26.16,3,Warm
1504,24.99,55.0,435.0,328.0,1,1,0.01,0.78,0.36,0.084,25.53,24.88,25.37,2,Neutral
1505,19.81,69.2,553.0,499.0,1,1,0.27,0.27,0.97,0.33,19.67,17.7,20.08,2,Neutral
1506,20.35,62.1,457.0,340.0,1,0,0.86,0.55,0.49,0.317,20.48,20.62,20.3,2,Neutral
1507,21.65,68.3,580.0,171.0,1,0,0.5,0.12,0.4,0.448,20.83,23.41,21.99,2,Neutral
1508,23.88,31.7,400.0,20,0,0,0.99,0.74,0.91,0.195,22.54,22.78,24.17,2,Neutral
1509,21.39,68.6,400.0,20,0,0,0.63,0.24,0.33,0.212,21.43,21.97,21.45,2,Neutral
1510,19.61,61.6,589.0,106.0,1,0,0.19,0.06,0.48,0.233,19.75,20.45,19.84,2,Neutral
1511,21.04,44.3,400.0,20,0,0,0.14,0.37,0.5,0.416,20.6,20.97,20.53,2,Neutral
1512,27.26,57.5,774.0,334.0,1,0,0.63,0.54,0.17,0.323,26.66,28.4,27.02,1,Cool
1513,25.46,43.9,648.0,489.0,1,0,0.52,0.85,0.7,0.29,25.51,24.18,25.71,2,Neutral
1514,26.11,32.3,400.0,20,0,1,0.9,0.68,0.33,0.217,26.08,26.11,25.97,1,Cool
1515,19.73,44.9,418.0,484.0,1,0,0.3,0.47,0.53,0.321,19.54,20.79,19.64,2,Neutral
1516,25.73,61.2,400.0,20,0,0,0.2,0.43,0.48,0.094,26.01,25.57,25.65,2,Neutral
1517,22.98,30.3,755.0,319.0,1,1,0.48,0.83,0.63,0.41,23.28,22.89,22.42,1,Cool
1518,22.9,59.1,553.0,353.0,1,1,0.82,0.51,0.68,0.427,23.24,23.83,22.55,2,Neutral
1519,21.15,49.5,734.0,283.0,1,0,0.92,0.26,0.06,0.185,21.27,22.02,21.31,2,Neutral
1520,27.75,51.8,400.0,20,0,1,0.23,0.39,0.41,0.372,28.22,27.21,27.63,2,Neutral
1521,23.66,57.5,484.0,150.0,1,1,0.98,0.73,0.98,0.393,23.6,22.81,23.88,2,Neutral
1522,22.36,68.1,765.0,336.0,1,0,0.43,0.19,0.45,0.06,23.06,22.62,22.55,2,Neutral
1523,27.63,37.3,702.0,411.0,1,1,0.38,0.16,0.17,0.417,28.27,28.5,27.37,1,Cool
1524,22.98,61.0,763.0,518.0,1,1,0.69,0.68,0.21,0.288,22.43,22.44,23.7,2,Neutral
1525,18.64,40.3,400.0,20,0,0,0.65,0.07,0.73,0.203,18.87,18.04,19.39,3,Warm
1526,23.17,58.9,691.0,412.0,1,1,0.12,0.06,0.31,0.274,22.76,23.6,22.77,2,Neutral
1527,21.48,35.5,400.0,20,0,0,0.58,0.12,0.37,0.187,21.88,22.21,21.23,2,Neutral
1528,18.67,53.5,668.0,327.0,1,0,0.79,0.47,0.45,0.193,18.9,18.26,18.25,2,Neutral
1529,19.71,30.3,688.0,574.0,1,1,0.9,0.9,0.26,0.084,18.91,21.17,19.77,2,Neutral
1530,20.4,62.7,400.0,20,0,0,0.82,0.41,0.84,0.216,21.06,20.87,20.78,2,Neutral
1531,21.46,42.3,400.0,20,0,0,0.64,0.27,0.46,0.325,20.63,22.33,21.26,3,Warm
1532,22.43,36.9,764.0,679.0,1,0,0.32,0.41,0.17,0.172,22.55,22.01,22.58,3,Warm
1533,25.84,48.8,400.0,20,0,1,0.17,0.37,0.67,0.208,25.93,26.11,26.17,2,Neutral
1534,19.95,33.8,400.0,20,0,0,0.41,0.04,0.18,0.362,21.08,19.72,19.98,4,Hot
1535,20.25,30.3,497.0,173.0,1,1,0.98,0.44,0.76,0.261,18.79,19.29,19.75,2,Neutral
1536,26.46,68.3,539.0,118.0,1,1,0.07,0.23,0.44,0.185,25.61,25.42,25.52,2,Neutral
1537,23.98,53.8,400.0,20,0,0,0.33,0.43,0.95,0.305,24.69,22.9,24.46,1,Cool
1538,21.52,62.6,400.0,20,0,0,0.94,0.14,0.11,0.183,20.78,20.44,21.97,2,Neutral
1539,27.07,49.1,400.0,20,0,0,0.24,0.82,0.73,0.184,26.98,29.42,26.7,2,Neutral
1540,26.42,41.4,432.0,603.0,1,0,0.76,0.97,0.57,0.186,27.06,27.41,26.09,0,Cold
1541,18.27,41.3,492.0,350.0,1,0,0.45,0.66,0.85,0.409,18.26,18.39,18.04,2,Neutral
1542,23.69,64.8,574.0,265.0,1,0,0.72,0.78,0.94,0.446,23.14,22.39,23.56,2,Neutral
1543,22.38,41.6,425.0,668.0,1,0,0.37,0.31,0.43,0.434,21.91,21.42,22.36,2,Neutral
1544,18.12,41.5,400.0,20,0,1,0.73,0.29,0.64,0.094,18.49,17.96,17.99,2,Neutral
1545,24.21,66.7,744.0,217.0,1,1,0.65,0.6,0.97,0.102,23.68,24.94,24.77,3,Warm
1546,18.29,38.9,749.0,671.0,1,1,0.91,0.68,0.87,0.282,17.61,16.75,17.89,2,Neutral
1547,26.5,54.5,414.0,116.0,1,0,0.99,0.5,0.5,0.153,26.66,27.54,26.47,1,Cool
1548,20.59,68.3,400.0,20,0,1,0.51,0.72,0.74,0.125,21.4,19.97,20.34,1,Cool
1549,27.08,35.4,613.0,624.0,1,0,0.42,0.68,0.33,0.428,26.49,27.19,27.29,2,Neutral
1550,24.41,42.4,706.0,472.0,1,0,0.91,0.44,0.93,0.391,25.0,24.64,24.45,2,Neutral
1551,27.91,43.7,400.0,20,0,0,0.5,0.14,0.15,0.074,28.38,29.06,27.78,2,Neutral
1552,22.41,63.8,499.0,299.0,1,0,0.52,0.62,0.16,0.266,22.05,21.35,22.74,2,Neutral
1553,20.37,44.6,400.0,20,0,1,0.88,0.14,0.34,0.316,19.75,19.51,20.45,2,Neutral
1554,21.29,33.3,745.0,642.0,1,1,0.32,0.64,0.14,0.345,21.44,20.76,20.79,1,Cool
1555,27.64,69.3,643.0,130.0,1,1,0.89,0.78,0.63,0.147,26.71,27.09,27.5,2,Neutral
1556,27.49,60.0,412.0,619.0,1,1,0.33,0.91,0.36,0.435,27.82,26.92,27.64,2,Neutral
1557,20.38,31.7,400.0,20,0,1,0.58,0.54,0.05,0.191,19.98,20.22,20.68,2,Neutral
1558,24.57,51.9,400.0,20,0,0,0.2,0.59,0.39,0.299,24.01,24.12,24.69,2,Neutral
1559,27.85,43.2,400.0,20,0,1,0.01,0.62,0.58,0.339,27.53,26.62,28.09,3,Warm
1560,25.68,65.7,400.0,20,0,0,0.81,0.9,0.95,0.404,25.35,26.83,25.35,3,Warm
1561,18.06,60.4,400.0,20,0,1,0.11,0.95,0.98,0.248,17.43,18.16,18.44,2,Neutral
1562,27.29,56.3,400.0,20,0,1,0.23,0.44,0.22,0.377,27.88,27.72,27.47,2,Neutral
1563,24.09,49.6,400.0,20,0,0,0.78,0.82,0.24,0.356,24.41,24.86,24.3,2,Neutral
1564,24.29,64.1,614.0,115.0,1,1,0.64,0.32,0.12,0.104,24.33,23.5,24.25,2,Neutral
1565,27.33,69.7,400.0,20,0,1,0.69,0.23,0.8,0.172,26.74,26.4,27.44,3,Warm
1566,22.88,68.9,532.0,424.0,1,0,0.05,0.6,0.98,0.05,23.4,22.67,22.79,2,Neutral
1567,21.14,39.0,661.0,295.0,1,1,0.51,0.4,0.65,0.161,22.41,20.11,21.55,1,Cool
1568,21.99,44.0,685.0,234.0,1,0,0.79,0.8,0.42,0.103,22.16,21.74,22.03,3,Warm
1569,26.5,66.6,531.0,337.0,1,0,0.3,0.98,0.78,0.302,26.23,26.06,26.88,2,Neutral
1570,20.84,30.3,400.0,20,0,0,0.6,0.0,0.64,0.061,20.34,19.88,20.59,2,Neutral
1571,25.53,39.4,548.0,414.0,1,1,0.6,0.6,0.44,0.379,25.31,26.55,25.34,2,Neutral
1572,24.81,38.9,779.0,558.0,1,0,0.97,0.63,0.88,0.141,26.21,24.38,25.29,3,Warm
1573,22.11,58.0,400.0,20,0,1,0.32,0.09,0.05,0.446,21.67,20.34,21.71,2,Neutral
1574,25.98,66.7,550.0,669.0,1,1,0.33,0.07,0.15,0.41,24.84,27.25,25.83,2,Neutral
1575,19.46,56.8,623.0,652.0,1,1,0.55,0.85,0.5,0.334,19.0,19.97,19.49,1,Cool
1576,20.84,63.2,400.0,20,0,1,0.48,0.26,0.52,0.31,20.93,20.88,20.82,2,Neutral
1577,24.58,51.6,612.0,266.0,1,0,0.17,0.18,0.31,0.333,24.79,22.28,24.4,2,Neutral
1578,24.92,50.3,442.0,345.0,1,0,0.77,0.1,0.93,0.214,25.68,25.08,24.67,2,Neutral
1579,21.6,41.5,564.0,588.0,1,1,0.87,0.57,0.78,0.15,21.34,22.25,21.59,3,Warm
1580,22.56,61.4,400.0,20,0,0,0.91,0.04,0.63,0.228,22.75,23.05,23.04,2,Neutral
1581,23.28,35.8,535.0,694.0,1,1,0.87,0.94,0.15,0.198,23.6,23.17,23.56,1,Cool
1582,25.98,33.0,568.0,395.0,1,1,0.66,0.75,0.79,0.142,26.11,25.66,25.82,4,Hot
1583,23.77,36.4,551.0,617.0,1,0,0.93,0.94,0.69,0.053,22.77,23.51,23.85,2,Neutral
1584,21.46,66.0,400.0,20,0,1,0.48,0.16,0.07,0.411,20.73,22.56,21.44,1,Cool
1585,27.13,40.9,400.0,20,0,0,0.24,0.56,0.55,0.107,26.32,27.88,26.72,3,Warm
1586,24.04,53.9,400.0,20,0,1,0.32,0.16,0.28,0.427,24.16,25.03,23.95,2,Neutral
1587,18.24,32.1,414.0,601.0,1,0,0.13,0.07,0.59,0.34,17.78,18.65,18.23,2,Neutral
1588,26.91,51.4,400.0,20,0,1,0.88,0.93,0.2,0.062,28.22,26.14,26.35,2,Neutral
1589,21.48,63.6,400.0,20,0,1,0.06,0.74,0.62,0.189,21.24,20.7,21.7,2,Neutral
1590,23.19,38.5,400.0,20,0,1,0.88,0.91,0.65,0.109,21.36,22.69,23.57,2,Neutral
1591,22.74,47.6,752.0,435.0,1,0,0.73,0.13,0.94,0.443,24.23,22.68,22.4,2,Neutral
1592,26.11,50.7,628.0,413.0,1,0,0.75,0.63,0.25,0.145,25.96,26.43,25.86,2,Neutral
1593,18.36,43.5,400.0,20,0,1,0.66,0.58,0.88,0.21,19.19,17.95,17.43,4,Hot
1594,23.09,36.1,488.0,692.0,1,0,0.77,0.54,0.89,0.443,22.74,23.13,23.07,2,Neutral
1595,20.61,65.6,523.0,230.0,1,1,0.32,0.71,0.59,0.414,20.44,20.18,21.53,2,Neutral
1596,19.78,57.7,570.0,267.0,1,1,0.95,0.45,0.07,0.362,18.84,19.74,19.18,2,Neutral
1597,27.22,54.9,400.0,20,0,0,0.09,0.41,0.85,0.341,28.62,27.38,27.15,4,Hot
1598,26.66,44.2,400.0,20,0,0,0.18,0.46,0.82,0.338,27.12,26.51,26.63,1,Cool
1599,22.85,65.2,400.0,20,0,0,0.35,0.93,0.32,0.23,23.45,23.16,22.89,2,Neutral
1600,20.29,33.5,400.0,20,0,0,0.39,0.06,0.38,0.406,21.81,20.73,20.57,0,Cold
1601,21.84,34.0,400.0,20,0,1,0.63,0.42,0.16,0.131,21.93,22.11,22.28,2,Neutral
1602,19.31,40.4,400.0,20,0,0,0.79,0.48,0.93,0.428,19.57,19.99,19.06,2,Neutral
1603,24.52,43.2,400.0,20,0,0,0.05,0.66,0.85,0.065,23.94,26.58,23.86,3,Warm
1604,21.08,49.7,400.0,20,0,1,0.3,0.08,0.68,0.435,20.25,20.97,20.57,3,Warm
1605,20.1,58.7,691.0,296.0,1,1,0.28,0.4,0.81,0.306,19.99,19.45,19.78,2,Neutral
1606,19.1,36.8,400.0,20,0,1,0.62,0.91,0.77,0.15,19.24,19.68,19.03,1,Cool
1607,19.83,41.3,579.0,139.0,1,0,0.06,0.12,0.16,0.099,19.05,19.77,19.73,1,Cool
1608,19.24,34.5,528.0,427.0,1,1,0.71,0.24,0.54,0.362,19.52,18.13,19.72,3,Warm
1609,19.41,31.9,451.0,322.0,1,1,0.82,0.55,0.01,0.063,19.29,19.09,19.04,2,Neutral
1610,19.19,56.9,400.0,20,0,1,0.78,0.14,0.83,0.116,18.62,16.86,18.72,2,Neutral
