episode,total_return,energy_reward,comfort_reward,ppd_penalty,epsilon,mean_kappa_snn,ashrae_compliance_pct,mean_ppd_pct,steps
1797,331.2,142.9,307.3,-121.3,0.05,0.863,90.1,12.0,8760
1798,300.7,128.7,319.9,-121.2,0.05,0.848,91.2,11.8,8760
1799,331.7,127.4,317.0,-121.6,0.05,0.879,92.2,9.0,8760
1800,330.5,122.8,332.9,-121.9,0.05,0.879,90.7,10.5,8760
1801,318.2,139.4,321.0,-112.2,0.05,0.865,91.0,10.9,8760
1802,325.8,126.3,314.1,-123.2,0.05,0.873,90.9,11.3,8760
1803,349.4,131.3,319.5,-111.8,0.05,0.89,91.9,10.9,8760
1804,332.1,124.9,317.5,-118.9,0.05,0.865,91.8,10.1,8760
1805,349.0,136.0,312.9,-120.6,0.05,0.874,92.3,11.2,8760
1806,331.2,131.6,327.8,-121.5,0.05,0.863,92.2,11.2,8760
1807,343.1,127.0,311.9,-114.1,0.05,0.851,90.6,11.3,8760
1808,317.6,129.5,314.5,-119.8,0.05,0.89,92.3,10.4,8760
1809,330.9,134.9,325.8,-117.1,0.05,0.87,91.4,11.6,8760
1810,318.5,132.5,325.3,-120.8,0.05,0.867,90.5,9.3,8760
1811,329.9,133.1,309.6,-124.6,0.05,0.847,91.5,12.7,8760
1812,346.3,124.9,320.6,-122.7,0.05,0.852,90.3,11.7,8760
1813,341.2,131.1,313.1,-118.1,0.05,0.876,91.9,10.1,8760
1814,330.0,126.3,313.4,-120.9,0.05,0.863,90.0,9.9,8760
1815,304.7,131.0,310.4,-122.7,0.05,0.891,89.9,12.2,8760
1816,349.3,121.9,314.6,-121.6,0.05,0.806,89.3,11.7,8760
1817,354.1,136.2,316.5,-120.1,0.05,0.898,92.9,10.6,8760
1818,305.9,121.2,324.5,-120.2,0.05,0.868,89.0,10.5,8760
1819,326.4,132.7,310.7,-124.1,0.05,0.849,92.0,11.3,8760
1820,337.3,127.2,290.3,-122.1,0.05,0.847,91.1,13.7,8760
1821,338.4,145.4,318.5,-122.5,0.05,0.871,92.5,12.6,8760
1822,323.2,133.0,302.6,-116.7,0.05,0.895,90.8,10.6,8760
1823,334.4,133.9,314.7,-119.3,0.05,0.861,91.8,11.7,8760
1824,318.3,126.7,312.0,-117.1,0.05,0.867,90.1,11.3,8760
1825,326.2,136.2,316.8,-121.3,0.05,0.869,92.1,10.6,8760
1826,335.0,131.5,317.5,-122.6,0.05,0.867,91.9,10.3,8760
1827,314.3,125.4,304.8,-117.6,0.05,0.836,90.5,11.6,8760
1828,335.3,129.9,315.7,-119.6,0.05,0.86,90.6,12.9,8760
1829,340.0,144.3,310.2,-120.3,0.05,0.838,90.0,12.6,8760
1830,324.1,141.5,304.3,-124.2,0.05,0.858,90.7,11.8,8760
1831,335.8,129.8,313.2,-121.3,0.05,0.846,89.9,11.9,8760
1832,308.5,140.0,311.5,-123.1,0.05,0.879,92.3,12.0,8760
1833,336.5,137.3,300.6,-122.1,0.05,0.846,92.0,10.8,8760
1834,340.7,134.6,307.5,-122.3,0.05,0.89,90.0,11.2,8760
1835,321.2,130.4,314.0,-123.1,0.05,0.845,91.1,10.4,8760
1836,320.9,127.3,313.8,-116.2,0.05,0.895,90.0,12.8,8760
1837,318.6,137.4,308.7,-123.5,0.05,0.85,90.7,11.5,8760
1838,338.7,127.3,306.5,-123.7,0.05,0.862,90.6,10.3,8760
1839,333.9,143.3,310.5,-121.7,0.05,0.876,90.2,11.6,8760
1840,322.1,141.2,317.3,-122.5,0.05,0.853,90.3,12.2,8760
1841,315.6,128.7,310.1,-120.1,0.05,0.859,89.3,10.8,8760
1842,329.6,128.9,320.1,-116.3,0.05,0.863,91.0,9.3,8760
1843,325.8,137.1,311.2,-122.9,0.05,0.91,92.6,11.4,8760
1844,344.6,120.9,308.3,-121.9,0.05,0.86,90.3,9.0,8760
1845,335.6,134.8,327.5,-123.2,0.05,0.847,88.1,10.8,8760
1846,341.8,129.0,331.8,-121.0,0.05,0.867,89.4,11.3,8760
1847,307.3,135.6,320.5,-114.6,0.05,0.844,90.9,11.5,8760
1848,336.3,127.8,295.6,-118.6,0.05,0.861,90.2,11.7,8760
1849,330.5,125.5,299.3,-124.5,0.05,0.912,91.5,11.2,8760
1850,328.9,130.9,324.1,-122.0,0.05,0.876,90.4,12.6,8760
1851,340.1,138.4,310.1,-115.8,0.05,0.858,90.9,12.4,8760
1852,318.7,133.2,318.4,-117.9,0.05,0.856,92.9,10.0,8760
1853,348.7,138.3,330.1,-126.4,0.05,0.847,92.3,9.6,8760
1854,312.0,129.8,316.4,-113.6,0.05,0.861,90.2,11.3,8760
1855,336.9,134.4,313.5,-127.8,0.05,0.846,92.2,11.2,8760
1856,327.5,137.8,305.9,-120.9,0.05,0.867,90.3,11.1,8760
1857,329.1,125.2,316.4,-125.3,0.05,0.868,92.2,10.8,8760
1858,317.3,131.6,308.4,-117.6,0.05,0.862,92.5,12.0,8760
1859,329.6,135.8,311.9,-119.9,0.05,0.857,91.6,12.2,8760
1860,341.1,136.9,322.5,-117.8,0.05,0.842,92.5,12.5,8760
1861,328.7,130.4,320.0,-117.8,0.05,0.861,89.5,11.3,8760
1862,338.2,135.9,317.9,-121.1,0.05,0.885,90.9,10.7,8760
1863,329.4,123.6,313.7,-117.2,0.05,0.871,92.3,10.8,8760
1864,337.5,136.3,333.9,-119.4,0.05,0.844,91.6,12.5,8760
1865,327.8,136.6,325.0,-115.9,0.05,0.867,90.1,11.0,8760
1866,337.2,136.9,317.9,-121.5,0.05,0.876,91.7,11.3,8760
1867,321.7,131.5,322.8,-125.5,0.05,0.823,92.3,11.5,8760
1868,339.0,127.0,321.2,-118.9,0.05,0.833,92.2,11.2,8760
1869,327.0,130.5,299.2,-117.6,0.05,0.87,90.6,12.1,8760
1870,315.2,129.4,308.5,-121.1,0.05,0.866,91.2,10.8,8760
1871,321.3,140.9,334.7,-119.4,0.05,0.85,92.3,9.9,8760
1872,327.9,129.0,306.1,-121.1,0.05,0.848,90.8,11.1,8760
1873,324.5,130.6,313.6,-116.8,0.05,0.862,91.6,11.5,8760
1874,338.8,139.4,306.5,-121.9,0.05,0.9,90.5,8.8,8760
1875,329.6,133.2,294.5,-114.7,0.05,0.851,91.1,10.9,8760
1876,316.6,127.1,308.0,-115.7,0.05,0.862,90.3,10.3,8760
1877,346.4,139.8,325.0,-118.0,0.05,0.871,89.6,10.8,8760
1878,323.9,123.4,324.0,-122.8,0.05,0.889,91.7,11.5,8760
1879,339.5,129.5,330.4,-119.8,0.05,0.871,90.2,10.3,8760
1880,337.9,133.6,309.3,-125.8,0.05,0.839,92.0,10.5,8760
1881,328.1,139.8,306.7,-122.9,0.05,0.85,92.4,12.6,8760
1882,341.3,136.5,311.0,-112.2,0.05,0.87,91.7,10.9,8760
1883,329.1,140.9,320.0,-114.2,0.05,0.87,90.0,10.6,8760
1884,333.6,129.5,306.8,-115.2,0.05,0.854,90.9,11.3,8760
1885,325.3,139.9,306.8,-119.0,0.05,0.87,90.8,10.0,8760
1886,342.8,136.3,310.4,-117.2,0.05,0.872,89.5,10.3,8760
1887,346.1,134.2,311.3,-123.4,0.05,0.855,90.4,10.3,8760
1888,311.6,138.4,323.6,-125.1,0.05,0.868,89.9,10.8,8760
1889,328.4,130.5,331.9,-121.8,0.05,0.849,90.0,11.9,8760
1890,312.7,128.9,327.4,-119.0,0.05,0.869,92.9,11.2,8760
1891,324.1,131.3,306.8,-115.0,0.05,0.876,91.9,12.0,8760
1892,327.6,128.0,315.5,-123.5,0.05,0.868,91.9,10.9,8760
1893,334.4,132.2,322.4,-122.7,0.05,0.821,91.3,11.8,8760
1894,338.0,129.5,306.9,-118.0,0.05,0.868,90.7,12.5,8760
1895,321.3,141.6,316.2,-127.3,0.05,0.861,91.8,10.7,8760
1896,315.0,131.9,309.2,-118.0,0.05,0.881,89.8,10.5,8760
1897,341.8,128.5,307.4,-124.7,0.05,0.872,91.1,10.5,8760
1898,332.9,140.4,308.3,-127.8,0.05,0.874,90.7,10.4,8760
1899,340.7,137.0,298.4,-122.6,0.05,0.911,91.4,11.6,8760
1900,346.9,132.9,322.5,-117.1,0.05,0.876,90.5,11.2,8760
1901,325.8,132.9,306.8,-123.2,0.05,0.859,89.9,10.6,8760
1902,331.0,134.8,323.8,-121.9,0.05,0.892,91.8,11.4,8760
1903,334.8,134.4,325.7,-115.1,0.05,0.892,90.9,11.5,8760
1904,349.1,129.7,313.7,-119.9,0.05,0.883,91.7,10.8,8760
1905,314.9,134.1,308.9,-126.0,0.05,0.84,91.1,12.1,8760
1906,333.5,133.9,325.7,-126.2,0.05,0.876,90.8,11.5,8760
1907,327.3,128.8,317.4,-113.4,0.05,0.882,90.3,9.9,8760
1908,312.9,139.5,308.7,-121.3,0.05,0.892,89.2,12.2,8760
1909,330.1,127.2,314.4,-122.9,0.05,0.874,90.2,9.5,8760
1910,330.5,126.1,318.0,-124.7,0.05,0.855,91.0,10.8,8760
1911,336.2,136.3,307.1,-120.3,0.05,0.799,91.1,10.8,8760
1912,321.5,134.5,325.8,-121.9,0.05,0.846,91.0,9.9,8760
1913,325.4,139.1,316.9,-127.5,0.05,0.829,91.0,11.7,8760
1914,313.9,135.2,327.1,-112.4,0.05,0.872,91.3,9.3,8760
1915,358.6,130.1,309.0,-121.0,0.05,0.895,93.0,11.1,8760
1916,345.4,133.2,308.2,-114.1,0.05,0.853,92.4,12.0,8760
1917,340.8,142.2,334.4,-120.7,0.05,0.849,89.0,12.8,8760
1918,328.2,138.7,310.6,-113.8,0.05,0.851,89.6,10.8,8760
1919,327.1,136.0,316.2,-117.5,0.05,0.859,90.2,10.5,8760
1920,358.1,134.2,300.7,-122.1,0.05,0.867,92.7,11.8,8760
1921,322.5,145.2,316.4,-115.0,0.05,0.842,88.4,9.9,8760
1922,294.6,143.6,318.4,-123.7,0.05,0.874,91.0,11.5,8760
1923,348.1,131.6,309.7,-116.7,0.05,0.881,90.9,12.7,8760
1924,328.4,128.6,320.1,-122.7,0.05,0.875,90.0,10.7,8760
1925,356.4,131.1,310.4,-115.3,0.05,0.844,90.1,11.5,8760
1926,345.0,139.2,310.8,-117.6,0.05,0.856,90.2,12.0,8760
1927,327.2,134.5,318.0,-124.3,0.05,0.885,91.4,9.4,8760
1928,337.1,129.3,325.6,-125.8,0.05,0.858,91.2,11.0,8760
1929,343.0,125.6,330.1,-117.9,0.05,0.893,91.7,11.0,8760
1930,318.4,130.4,329.6,-114.5,0.05,0.853,88.0,10.8,8760
1931,330.4,131.9,321.1,-116.5,0.05,0.885,91.3,9.5,8760
1932,329.8,144.7,319.9,-118.5,0.05,0.873,91.3,9.1,8760
1933,331.1,133.0,327.2,-119.8,0.05,0.832,91.3,10.3,8760
1934,319.4,129.1,321.3,-115.0,0.05,0.875,91.5,11.4,8760
1935,335.2,136.7,297.6,-119.6,0.05,0.845,92.0,10.9,8760
1936,334.4,125.7,325.1,-117.5,0.05,0.877,90.0,10.4,8760
1937,336.7,129.8,320.5,-128.6,0.05,0.856,92.6,11.3,8760
1938,336.1,143.2,298.4,-123.3,0.05,0.857,91.7,11.7,8760
1939,323.7,138.3,313.9,-115.2,0.05,0.845,90.7,10.6,8760
1940,346.8,130.7,316.8,-118.0,0.05,0.876,91.7,11.1,8760
1941,329.2,131.6,317.3,-119.0,0.05,0.863,90.9,9.8,8760
1942,342.2,134.2,325.2,-120.0,0.05,0.831,90.5,10.8,8760
1943,343.2,123.0,317.5,-117.9,0.05,0.852,90.9,10.5,8760
1944,325.5,131.3,311.5,-117.3,0.05,0.851,89.9,12.4,8760
1945,345.8,124.0,311.1,-119.0,0.05,0.872,89.4,11.9,8760
1946,344.2,135.8,328.1,-118.2,0.05,0.874,92.4,11.9,8760
1947,324.3,136.5,312.0,-118.0,0.05,0.875,89.5,10.9,8760
1948,337.6,131.2,319.8,-116.8,0.05,0.865,91.1,12.1,8760
1949,340.1,134.4,309.7,-117.3,0.05,0.872,92.1,11.0,8760
1950,312.7,124.9,323.2,-122.3,0.05,0.874,91.0,10.8,8760
1951,333.3,129.1,317.2,-122.3,0.05,0.858,90.5,10.8,8760
1952,345.6,132.8,325.6,-113.8,0.05,0.883,91.4,11.2,8760
1953,344.9,133.9,325.3,-117.5,0.05,0.858,91.8,11.0,8760
1954,333.3,131.1,318.8,-116.0,0.05,0.883,91.2,11.4,8760
1955,349.9,132.7,308.5,-114.8,0.05,0.855,90.2,9.5,8760
1956,341.5,125.4,311.5,-117.6,0.05,0.88,90.2,10.9,8760
1957,324.2,130.7,319.6,-122.0,0.05,0.861,89.4,11.9,8760
1958,340.8,137.5,327.8,-123.3,0.05,0.858,89.0,13.5,8760
1959,332.9,138.7,307.6,-116.0,0.05,0.903,90.8,10.2,8760
1960,333.1,122.4,317.3,-116.7,0.05,0.865,90.6,11.4,8760
1961,342.0,125.2,318.3,-110.3,0.05,0.839,90.8,12.5,8760
1962,348.1,131.0,319.3,-120.0,0.05,0.851,90.8,10.7,8760
1963,336.2,129.8,307.4,-120.2,0.05,0.9,90.9,10.7,8760
1964,343.9,132.8,332.6,-120.0,0.05,0.88,90.1,11.4,8760
1965,338.2,133.3,313.7,-122.6,0.05,0.871,91.5,10.9,8760
1966,338.4,133.4,318.5,-120.8,0.05,0.866,93.6,11.2,8760
1967,342.7,135.8,315.6,-114.8,0.05,0.86,91.9,10.7,8760
1968,323.5,135.4,308.9,-117.9,0.05,0.842,90.5,9.8,8760
1969,368.9,125.4,317.9,-115.4,0.05,0.886,91.7,10.7,8760
1970,351.3,138.2,319.5,-119.0,0.05,0.86,90.0,11.9,8760
1971,350.8,129.2,316.6,-120.6,0.05,0.865,90.9,11.7,8760
1972,326.2,129.4,327.7,-121.9,0.05,0.84,90.4,10.7,8760
1973,353.8,138.3,327.0,-116.7,0.05,0.885,90.2,10.8,8760
1974,323.3,132.6,323.4,-119.5,0.05,0.892,89.7,11.3,8760
1975,320.2,134.2,323.8,-120.9,0.05,0.877,89.9,9.6,8760
1976,341.9,142.4,310.0,-115.1,0.05,0.867,89.5,10.0,8760
1977,335.5,131.7,307.5,-126.8,0.05,0.849,91.1,10.9,8760
1978,329.3,134.7,326.3,-118.4,0.05,0.863,91.8,10.2,8760
1979,332.6,132.7,308.1,-121.7,0.05,0.824,92.8,10.2,8760
1980,354.4,133.9,322.5,-122.0,0.05,0.87,91.5,11.5,8760
1981,344.7,131.9,314.2,-126.4,0.05,0.876,92.0,12.2,8760
1982,339.1,129.9,304.5,-115.8,0.05,0.83,90.5,10.8,8760
1983,334.6,134.0,319.2,-129.7,0.05,0.866,88.6,11.5,8760
1984,328.8,123.0,311.6,-122.3,0.05,0.89,91.1,11.2,8760
1985,349.7,133.3,324.2,-117.3,0.05,0.84,92.4,9.8,8760
1986,346.5,126.2,323.0,-112.6,0.05,0.862,90.6,11.4,8760
1987,331.6,142.9,319.7,-121.3,0.05,0.855,89.9,10.4,8760
1988,331.4,131.4,312.9,-111.6,0.05,0.845,91.0,11.4,8760
1989,343.2,133.6,316.3,-118.2,0.05,0.871,90.6,9.7,8760
1990,330.0,128.1,312.9,-119.9,0.05,0.873,92.7,10.5,8760
1991,345.0,135.4,328.6,-117.7,0.05,0.846,89.2,11.2,8760
1992,329.4,129.0,308.2,-119.4,0.05,0.896,90.5,11.4,8760
1993,334.5,127.4,324.2,-124.4,0.05,0.866,90.5,11.6,8760
1994,323.1,135.9,311.6,-122.0,0.05,0.793,93.0,11.4,8760
1995,326.6,128.3,314.4,-117.1,0.05,0.828,90.7,12.3,8760
1996,322.2,134.3,336.0,-117.5,0.05,0.868,91.4,10.6,8760
1997,351.4,131.9,302.7,-121.6,0.05,0.847,90.6,10.7,8760
1998,350.2,137.4,320.5,-120.0,0.05,0.845,88.7,11.0,8760
1999,345.4,133.4,314.2,-118.1,0.05,0.864,92.6,11.9,8760
2000,347.4,137.7,308.1,-117.3,0.05,0.873,91.5,11.3,8760
